Position_race,Abbreviation,DriverNumber_race,TeamName_race,GridPosition,Year,Round,Circuit_race,Position_quali,DriverNumber_quali,TeamName_quali,Circuit_quali
4.0,LEC,16,Ferrari,8.0,2020,5,Silverstone,8.0,16,Ferrari,Silverstone
5.0,ALB,23,Red Bull Racing,9.0,2020,5,Silverstone,9.0,23,Red Bull Racing,Silverstone
6.0,STR,18,Racing Point,6.0,2020,5,Silverstone,6.0,18,Racing Point,Silverstone
7.0,HUL,27,Racing Point,3.0,2020,5,Silverstone,3.0,27,Racing Point,Silverstone
8.0,OCO,31,Renault,14.0,2020,5,Silverstone,11.0,31,Renault,Silverstone
9.0,NOR,4,McLaren,10.0,2020,5,Silverstone,10.0,4,McLaren,Silverstone
10.0,KVY,26,AlphaTauri,16.0,2020,5,Silverstone,16.0,26,AlphaTauri,Silverstone
11.0,GAS,10,AlphaTauri,7.0,2020,5,Silverstone,7.0,10,AlphaTauri,Silverstone
12.0,VET,5,Ferrari,11.0,2020,5,Silverstone,12.0,5,Ferrari,Silverstone
13.0,SAI,55,McLaren,12.0,2020,5,Silverstone,13.0,55,McLaren,Silverstone
14.0,RIC,3,Renault,5.0,2020,5,Silverstone,5.0,3,Renault,Silverstone
15.0,RAI,7,Alfa Romeo Racing,20.0,2020,5,Silverstone,20.0,7,Alfa Romeo Racing,Silverstone
16.0,GRO,8,Haas F1 Team,13.0,2020,5,Silverstone,14.0,8,Haas F1 Team,Silverstone
17.0,GIO,99,Alfa Romeo Racing,19.0,2020,5,Silverstone,19.0,99,Alfa Romeo Racing,Silverstone
18.0,RUS,63,Williams,15.0,2020,5,Silverstone,15.0,63,Williams,Silverstone
19.0,LAT,6,Williams,18.0,2020,5,Silverstone,18.0,6,Williams,Silverstone
20.0,MAG,20,Haas F1 Team,17.0,2020,5,Silverstone,17.0,20,Haas F1 Team,Silverstone
1.0,HAM,44,Mercedes,1.0,2020,6,Barcelona,1.0,44,Mercedes,Barcelona
2.0,VER,33,Red Bull Racing,3.0,2020,6,Barcelona,3.0,33,Red Bull Racing,Barcelona
3.0,BOT,77,Mercedes,2.0,2020,6,Barcelona,2.0,77,Mercedes,Barcelona
4.0,STR,18,Racing Point,5.0,2020,6,Barcelona,5.0,18,Racing Point,Barcelona
5.0,PER,11,Racing Point,4.0,2020,6,Barcelona,4.0,11,Racing Point,Barcelona
6.0,SAI,55,McLaren,7.0,2020,6,Barcelona,7.0,55,McLaren,Barcelona
7.0,VET,5,Ferrari,11.0,2020,6,Barcelona,11.0,5,Ferrari,Barcelona
8.0,ALB,23,Red Bull Racing,6.0,2020,6,Barcelona,6.0,23,Red Bull Racing,Barcelona
9.0,GAS,10,AlphaTauri,10.0,2020,6,Barcelona,10.0,10,AlphaTauri,Barcelona
10.0,NOR,4,McLaren,8.0,2020,6,Barcelona,8.0,4,McLaren,Barcelona
11.0,RIC,3,Renault,13.0,2020,6,Barcelona,13.0,3,Renault,Barcelona
12.0,KVY,26,AlphaTauri,12.0,2020,6,Barcelona,12.0,26,AlphaTauri,Barcelona
13.0,OCO,31,Renault,15.0,2020,6,Barcelona,15.0,31,Renault,Barcelona
14.0,RAI,7,Alfa Romeo Racing,14.0,2020,6,Barcelona,14.0,7,Alfa Romeo Racing,Barcelona
15.0,MAG,20,Haas F1 Team,16.0,2020,6,Barcelona,16.0,20,Haas F1 Team,Barcelona
16.0,GIO,99,Alfa Romeo Racing,20.0,2020,6,Barcelona,20.0,99,Alfa Romeo Racing,Barcelona
17.0,RUS,63,Williams,18.0,2020,6,Barcelona,18.0,63,Williams,Barcelona
18.0,LAT,6,Williams,19.0,2020,6,Barcelona,19.0,6,Williams,Barcelona
19.0,GRO,8,Haas F1 Team,17.0,2020,6,Barcelona,17.0,8,Haas F1 Team,Barcelona
20.0,LEC,16,Ferrari,9.0,2020,6,Barcelona,9.0,16,Ferrari,Barcelona
1.0,HAM,44,Mercedes,1.0,2020,7,Spa-Francorchamps,1.0,44,Mercedes,Spa-Francorchamps
2.0,BOT,77,Mercedes,2.0,2020,7,Spa-Francorchamps,2.0,77,Mercedes,Spa-Francorchamps
3.0,VER,33,Red Bull Racing,3.0,2020,7,Spa-Francorchamps,3.0,33,Red Bull Racing,Spa-Francorchamps
4.0,RIC,3,Renault,4.0,2020,7,Spa-Francorchamps,4.0,3,Renault,Spa-Francorchamps
5.0,OCO,31,Renault,6.0,2020,7,Spa-Francorchamps,6.0,31,Renault,Spa-Francorchamps
6.0,ALB,23,Red Bull Racing,5.0,2020,7,Spa-Francorchamps,5.0,23,Red Bull Racing,Spa-Francorchamps
7.0,NOR,4,McLaren,10.0,2020,7,Spa-Francorchamps,10.0,4,McLaren,Spa-Francorchamps
8.0,GAS,10,AlphaTauri,12.0,2020,7,Spa-Francorchamps,12.0,10,AlphaTauri,Spa-Francorchamps
9.0,STR,18,Racing Point,9.0,2020,7,Spa-Francorchamps,9.0,18,Racing Point,Spa-Francorchamps
10.0,PER,11,Racing Point,8.0,2020,7,Spa-Francorchamps,8.0,11,Racing Point,Spa-Francorchamps
11.0,KVY,26,AlphaTauri,11.0,2020,7,Spa-Francorchamps,11.0,26,AlphaTauri,Spa-Francorchamps
12.0,RAI,7,Alfa Romeo Racing,16.0,2020,7,Spa-Francorchamps,16.0,7,Alfa Romeo Racing,Spa-Francorchamps
13.0,VET,5,Ferrari,14.0,2020,7,Spa-Francorchamps,14.0,5,Ferrari,Spa-Francorchamps
14.0,LEC,16,Ferrari,13.0,2020,7,Spa-Francorchamps,13.0,16,Ferrari,Spa-Francorchamps
15.0,GRO,8,Haas F1 Team,17.0,2020,7,Spa-Francorchamps,17.0,8,Haas F1 Team,Spa-Francorchamps
16.0,LAT,6,Williams,19.0,2020,7,Spa-Francorchamps,19.0,6,Williams,Spa-Francorchamps
17.0,MAG,20,Haas F1 Team,20.0,2020,7,Spa-Francorchamps,20.0,20,Haas F1 Team,Spa-Francorchamps
18.0,GIO,99,Alfa Romeo Racing,18.0,2020,7,Spa-Francorchamps,18.0,99,Alfa Romeo Racing,Spa-Francorchamps
19.0,RUS,63,Williams,15.0,2020,7,Spa-Francorchamps,15.0,63,Williams,Spa-Francorchamps
20.0,SAI,55,McLaren,7.0,2020,7,Spa-Francorchamps,7.0,55,McLaren,Spa-Francorchamps
1.0,GAS,10,AlphaTauri,10.0,2020,8,Monza,10.0,10,AlphaTauri,Monza
2.0,SAI,55,McLaren,3.0,2020,8,Monza,3.0,55,McLaren,Monza
3.0,STR,18,Racing Point,8.0,2020,8,Monza,8.0,18,Racing Point,Monza
4.0,NOR,4,McLaren,6.0,2020,8,Monza,6.0,4,McLaren,Monza
5.0,BOT,77,Mercedes,2.0,2020,8,Monza,2.0,77,Mercedes,Monza
6.0,RIC,3,Renault,7.0,2020,8,Monza,7.0,3,Renault,Monza
7.0,HAM,44,Mercedes,1.0,2020,8,Monza,1.0,44,Mercedes,Monza
8.0,OCO,31,Renault,12.0,2020,8,Monza,12.0,31,Renault,Monza
9.0,KVY,26,AlphaTauri,11.0,2020,8,Monza,11.0,26,AlphaTauri,Monza
10.0,PER,11,Racing Point,4.0,2020,8,Monza,4.0,11,Racing Point,Monza
11.0,LAT,6,Williams,20.0,2020,8,Monza,20.0,6,Williams,Monza
12.0,GRO,8,Haas F1 Team,16.0,2020,8,Monza,16.0,8,Haas F1 Team,Monza
13.0,RAI,7,Alfa Romeo Racing,14.0,2020,8,Monza,14.0,7,Alfa Romeo Racing,Monza
14.0,RUS,63,Williams,19.0,2020,8,Monza,19.0,63,Williams,Monza
15.0,ALB,23,Red Bull Racing,9.0,2020,8,Monza,9.0,23,Red Bull Racing,Monza
16.0,GIO,99,Alfa Romeo Racing,18.0,2020,8,Monza,18.0,99,Alfa Romeo Racing,Monza
17.0,VER,33,Red Bull Racing,5.0,2020,8,Monza,5.0,33,Red Bull Racing,Monza
18.0,LEC,16,Ferrari,13.0,2020,8,Monza,13.0,16,Ferrari,Monza
19.0,MAG,20,Haas F1 Team,15.0,2020,8,Monza,15.0,20,Haas F1 Team,Monza
20.0,VET,5,Ferrari,17.0,2020,8,Monza,17.0,5,Ferrari,Monza
1.0,HAM,44,Mercedes,1.0,2020,9,Mugello,1.0,44,Mercedes,Mugello
2.0,BOT,77,Mercedes,2.0,2020,9,Mugello,2.0,77,Mercedes,Mugello
3.0,ALB,23,Red Bull Racing,4.0,2020,9,Mugello,4.0,23,Red Bull Racing,Mugello
4.0,RIC,3,Renault,8.0,2020,9,Mugello,8.0,3,Renault,Mugello
5.0,PER,11,Racing Point,7.0,2020,9,Mugello,6.0,11,Racing Point,Mugello
6.0,NOR,4,McLaren,11.0,2020,9,Mugello,11.0,4,McLaren,Mugello
7.0,KVY,26,AlphaTauri,12.0,2020,9,Mugello,12.0,26,AlphaTauri,Mugello
8.0,LEC,16,Ferrari,5.0,2020,9,Mugello,5.0,16,Ferrari,Mugello
9.0,RAI,7,Alfa Romeo Racing,13.0,2020,9,Mugello,13.0,7,Alfa Romeo Racing,Mugello
10.0,VET,5,Ferrari,14.0,2020,9,Mugello,14.0,5,Ferrari,Mugello
11.0,RUS,63,Williams,18.0,2020,9,Mugello,18.0,63,Williams,Mugello
12.0,GRO,8,Haas F1 Team,15.0,2020,9,Mugello,15.0,8,Haas F1 Team,Mugello
13.0,STR,18,Racing Point,6.0,2020,9,Mugello,7.0,18,Racing Point,Mugello
14.0,OCO,31,Renault,10.0,2020,9,Mugello,10.0,31,Renault,Mugello
15.0,LAT,6,Williams,19.0,2020,9,Mugello,19.0,6,Williams,Mugello
16.0,MAG,20,Haas F1 Team,20.0,2020,9,Mugello,20.0,20,Haas F1 Team,Mugello
17.0,GIO,99,Alfa Romeo Racing,17.0,2020,9,Mugello,17.0,99,Alfa Romeo Racing,Mugello
18.0,SAI,55,McLaren,9.0,2020,9,Mugello,9.0,55,McLaren,Mugello
19.0,VER,33,Red Bull Racing,3.0,2020,9,Mugello,3.0,33,Red Bull Racing,Mugello
20.0,GAS,10,AlphaTauri,16.0,2020,9,Mugello,16.0,10,AlphaTauri,Mugello
1.0,BOT,77,Mercedes,3.0,2020,10,Sochi,3.0,77,Mercedes,Sochi
2.0,VER,33,Red Bull Racing,2.0,2020,10,Sochi,2.0,33,Red Bull Racing,Sochi
3.0,HAM,44,Mercedes,1.0,2020,10,Sochi,1.0,44,Mercedes,Sochi
4.0,PER,11,Racing Point,4.0,2020,10,Sochi,4.0,11,Racing Point,Sochi
5.0,RIC,3,Renault,5.0,2020,10,Sochi,5.0,3,Renault,Sochi
6.0,LEC,16,Ferrari,10.0,2020,10,Sochi,11.0,16,Ferrari,Sochi
7.0,OCO,31,Renault,7.0,2020,10,Sochi,7.0,31,Renault,Sochi
8.0,KVY,26,AlphaTauri,11.0,2020,10,Sochi,12.0,26,AlphaTauri,Sochi
9.0,GAS,10,AlphaTauri,9.0,2020,10,Sochi,9.0,10,AlphaTauri,Sochi
10.0,ALB,23,Red Bull Racing,15.0,2020,10,Sochi,10.0,23,Red Bull Racing,Sochi
11.0,GIO,99,Alfa Romeo Racing,17.0,2020,10,Sochi,17.0,99,Alfa Romeo Racing,Sochi
12.0,MAG,20,Haas F1 Team,18.0,2020,10,Sochi,18.0,20,Haas F1 Team,Sochi
13.0,VET,5,Ferrari,14.0,2020,10,Sochi,15.0,5,Ferrari,Sochi
14.0,RAI,7,Alfa Romeo Racing,19.0,2020,10,Sochi,20.0,7,Alfa Romeo Racing,Sochi
15.0,NOR,4,McLaren,8.0,2020,10,Sochi,8.0,4,McLaren,Sochi
16.0,LAT,6,Williams,20.0,2020,10,Sochi,19.0,6,Williams,Sochi
17.0,GRO,8,Haas F1 Team,16.0,2020,10,Sochi,16.0,8,Haas F1 Team,Sochi
18.0,RUS,63,Williams,13.0,2020,10,Sochi,14.0,63,Williams,Sochi
19.0,SAI,55,McLaren,6.0,2020,10,Sochi,6.0,55,McLaren,Sochi
20.0,STR,18,Racing Point,12.0,2020,10,Sochi,13.0,18,Racing Point,Sochi
1.0,HAM,44,Mercedes,2.0,2020,11,Nürburgring,2.0,44,Mercedes,Nürburgring
2.0,VER,33,Red Bull Racing,3.0,2020,11,Nürburgring,3.0,33,Red Bull Racing,Nürburgring
3.0,RIC,3,Renault,6.0,2020,11,Nürburgring,6.0,3,Renault,Nürburgring
4.0,PER,11,Racing Point,9.0,2020,11,Nürburgring,9.0,11,Racing Point,Nürburgring
5.0,SAI,55,McLaren,10.0,2020,11,Nürburgring,10.0,55,McLaren,Nürburgring
6.0,GAS,10,AlphaTauri,12.0,2020,11,Nürburgring,12.0,10,AlphaTauri,Nürburgring
7.0,LEC,16,Ferrari,4.0,2020,11,Nürburgring,4.0,16,Ferrari,Nürburgring
8.0,HUL,27,Racing Point,20.0,2020,11,Nürburgring,20.0,27,Racing Point,Nürburgring
9.0,GRO,8,Haas F1 Team,16.0,2020,11,Nürburgring,16.0,8,Haas F1 Team,Nürburgring
10.0,GIO,99,Alfa Romeo Racing,14.0,2020,11,Nürburgring,14.0,99,Alfa Romeo Racing,Nürburgring
11.0,VET,5,Ferrari,11.0,2020,11,Nürburgring,11.0,5,Ferrari,Nürburgring
12.0,RAI,7,Alfa Romeo Racing,19.0,2020,11,Nürburgring,19.0,7,Alfa Romeo Racing,Nürburgring
13.0,MAG,20,Haas F1 Team,15.0,2020,11,Nürburgring,15.0,20,Haas F1 Team,Nürburgring
14.0,LAT,6,Williams,18.0,2020,11,Nürburgring,18.0,6,Williams,Nürburgring
15.0,KVY,26,AlphaTauri,13.0,2020,11,Nürburgring,13.0,26,AlphaTauri,Nürburgring
16.0,NOR,4,McLaren,8.0,2020,11,Nürburgring,8.0,4,McLaren,Nürburgring
17.0,ALB,23,Red Bull Racing,5.0,2020,11,Nürburgring,5.0,23,Red Bull Racing,Nürburgring
18.0,OCO,31,Renault,7.0,2020,11,Nürburgring,7.0,31,Renault,Nürburgring
19.0,BOT,77,Mercedes,1.0,2020,11,Nürburgring,1.0,77,Mercedes,Nürburgring
20.0,RUS,63,Williams,17.0,2020,11,Nürburgring,17.0,63,Williams,Nürburgring
1.0,HAM,44,Mercedes,1.0,2020,12,Portimão,1.0,44,Mercedes,Portimão
2.0,BOT,77,Mercedes,2.0,2020,12,Portimão,2.0,77,Mercedes,Portimão
3.0,VER,33,Red Bull Racing,3.0,2020,12,Portimão,3.0,33,Red Bull Racing,Portimão
4.0,LEC,16,Ferrari,4.0,2020,12,Portimão,4.0,16,Ferrari,Portimão
5.0,GAS,10,AlphaTauri,9.0,2020,12,Portimão,9.0,10,AlphaTauri,Portimão
6.0,SAI,55,McLaren,7.0,2020,12,Portimão,7.0,55,McLaren,Portimão
7.0,PER,11,Racing Point,5.0,2020,12,Portimão,5.0,11,Racing Point,Portimão
8.0,OCO,31,Renault,11.0,2020,12,Portimão,11.0,31,Renault,Portimão
9.0,RIC,3,Renault,10.0,2020,12,Portimão,10.0,3,Renault,Portimão
10.0,VET,5,Ferrari,15.0,2020,12,Portimão,15.0,5,Ferrari,Portimão
11.0,RAI,7,Alfa Romeo Racing,16.0,2020,12,Portimão,16.0,7,Alfa Romeo Racing,Portimão
12.0,ALB,23,Red Bull Racing,6.0,2020,12,Portimão,6.0,23,Red Bull Racing,Portimão
13.0,NOR,4,McLaren,8.0,2020,12,Portimão,8.0,4,McLaren,Portimão
14.0,RUS,63,Williams,14.0,2020,12,Portimão,14.0,63,Williams,Portimão
15.0,GIO,99,Alfa Romeo Racing,17.0,2020,12,Portimão,17.0,99,Alfa Romeo Racing,Portimão
16.0,MAG,20,Haas F1 Team,19.0,2020,12,Portimão,19.0,20,Haas F1 Team,Portimão
17.0,GRO,8,Haas F1 Team,18.0,2020,12,Portimão,18.0,8,Haas F1 Team,Portimão
18.0,LAT,6,Williams,20.0,2020,12,Portimão,20.0,6,Williams,Portimão
19.0,KVY,26,AlphaTauri,13.0,2020,12,Portimão,13.0,26,AlphaTauri,Portimão
20.0,STR,18,Racing Point,12.0,2020,12,Portimão,12.0,18,Racing Point,Portimão
1.0,HAM,44,Mercedes,2.0,2020,13,Imola,2.0,44,Mercedes,Imola
2.0,BOT,77,Mercedes,1.0,2020,13,Imola,1.0,77,Mercedes,Imola
3.0,RIC,3,Renault,5.0,2020,13,Imola,5.0,3,Renault,Imola
4.0,KVY,26,AlphaTauri,8.0,2020,13,Imola,8.0,26,AlphaTauri,Imola
5.0,LEC,16,Ferrari,7.0,2020,13,Imola,7.0,16,Ferrari,Imola
6.0,PER,11,Racing Point,11.0,2020,13,Imola,11.0,11,Racing Point,Imola
7.0,SAI,55,McLaren,10.0,2020,13,Imola,10.0,55,McLaren,Imola
8.0,NOR,4,McLaren,9.0,2020,13,Imola,9.0,4,McLaren,Imola
9.0,RAI,7,Alfa Romeo Racing,18.0,2020,13,Imola,18.0,7,Alfa Romeo Racing,Imola
10.0,GIO,99,Alfa Romeo Racing,20.0,2020,13,Imola,20.0,99,Alfa Romeo Racing,Imola
11.0,LAT,6,Williams,19.0,2020,13,Imola,19.0,6,Williams,Imola
12.0,VET,5,Ferrari,14.0,2020,13,Imola,14.0,5,Ferrari,Imola
13.0,STR,18,Racing Point,15.0,2020,13,Imola,15.0,18,Racing Point,Imola
14.0,GRO,8,Haas F1 Team,16.0,2020,13,Imola,16.0,8,Haas F1 Team,Imola
15.0,ALB,23,Red Bull Racing,6.0,2020,13,Imola,6.0,23,Red Bull Racing,Imola
16.0,RUS,63,Williams,13.0,2020,13,Imola,13.0,63,Williams,Imola
17.0,VER,33,Red Bull Racing,3.0,2020,13,Imola,3.0,33,Red Bull Racing,Imola
18.0,MAG,20,Haas F1 Team,17.0,2020,13,Imola,17.0,20,Haas F1 Team,Imola
19.0,OCO,31,Renault,12.0,2020,13,Imola,12.0,31,Renault,Imola
20.0,GAS,10,AlphaTauri,4.0,2020,13,Imola,4.0,10,AlphaTauri,Imola
1.0,HAM,44,Mercedes,6.0,2020,14,Istanbul,6.0,44,Mercedes,Istanbul
2.0,PER,11,Racing Point,3.0,2020,14,Istanbul,3.0,11,Racing Point,Istanbul
3.0,VET,5,Ferrari,11.0,2020,14,Istanbul,12.0,5,Ferrari,Istanbul
4.0,LEC,16,Ferrari,12.0,2020,14,Istanbul,14.0,16,Ferrari,Istanbul
5.0,SAI,55,McLaren,15.0,2020,14,Istanbul,13.0,55,McLaren,Istanbul
6.0,VER,33,Red Bull Racing,2.0,2020,14,Istanbul,2.0,33,Red Bull Racing,Istanbul
7.0,ALB,23,Red Bull Racing,4.0,2020,14,Istanbul,4.0,23,Red Bull Racing,Istanbul
8.0,NOR,4,McLaren,14.0,2020,14,Istanbul,11.0,4,McLaren,Istanbul
9.0,STR,18,Racing Point,1.0,2020,14,Istanbul,1.0,18,Racing Point,Istanbul
10.0,RIC,3,Renault,5.0,2020,14,Istanbul,5.0,3,Renault,Istanbul
11.0,OCO,31,Renault,7.0,2020,14,Istanbul,7.0,31,Renault,Istanbul
12.0,KVY,26,AlphaTauri,16.0,2020,14,Istanbul,17.0,26,AlphaTauri,Istanbul
13.0,GAS,10,AlphaTauri,19.0,2020,14,Istanbul,15.0,10,AlphaTauri,Istanbul
14.0,BOT,77,Mercedes,9.0,2020,14,Istanbul,9.0,77,Mercedes,Istanbul
15.0,RAI,7,Alfa Romeo Racing,8.0,2020,14,Istanbul,8.0,7,Alfa Romeo Racing,Istanbul
16.0,RUS,63,Williams,0.0,2020,14,Istanbul,18.0,63,Williams,Istanbul
17.0,MAG,20,Haas F1 Team,13.0,2020,14,Istanbul,16.0,20,Haas F1 Team,Istanbul
18.0,GRO,8,Haas F1 Team,17.0,2020,14,Istanbul,19.0,8,Haas F1 Team,Istanbul
19.0,LAT,6,Williams,0.0,2020,14,Istanbul,20.0,6,Williams,Istanbul
20.0,GIO,99,Alfa Romeo Racing,10.0,2020,14,Istanbul,10.0,99,Alfa Romeo Racing,Istanbul
1.0,HAM,44,Mercedes,1.0,2020,15,Sakhir,1.0,44,Mercedes,Sakhir
2.0,VER,33,Red Bull Racing,3.0,2020,15,Sakhir,3.0,33,Red Bull Racing,Sakhir
3.0,ALB,23,Red Bull Racing,4.0,2020,15,Sakhir,4.0,23,Red Bull Racing,Sakhir
4.0,NOR,4,McLaren,9.0,2020,15,Sakhir,9.0,4,McLaren,Sakhir
5.0,SAI,55,McLaren,15.0,2020,15,Sakhir,15.0,55,McLaren,Sakhir
6.0,GAS,10,AlphaTauri,8.0,2020,15,Sakhir,8.0,10,AlphaTauri,Sakhir
7.0,RIC,3,Renault,6.0,2020,15,Sakhir,6.0,3,Renault,Sakhir
8.0,BOT,77,Mercedes,2.0,2020,15,Sakhir,2.0,77,Mercedes,Sakhir
9.0,OCO,31,Renault,7.0,2020,15,Sakhir,7.0,31,Renault,Sakhir
10.0,LEC,16,Ferrari,12.0,2020,15,Sakhir,12.0,16,Ferrari,Sakhir
11.0,KVY,26,AlphaTauri,10.0,2020,15,Sakhir,10.0,26,AlphaTauri,Sakhir
12.0,RUS,63,Williams,14.0,2020,15,Sakhir,14.0,63,Williams,Sakhir
13.0,VET,5,Ferrari,11.0,2020,15,Sakhir,11.0,5,Ferrari,Sakhir
14.0,LAT,6,Williams,20.0,2020,15,Sakhir,20.0,6,Williams,Sakhir
15.0,RAI,7,Alfa Romeo Racing,17.0,2020,15,Sakhir,17.0,7,Alfa Romeo Racing,Sakhir
16.0,GIO,99,Alfa Romeo Racing,16.0,2020,15,Sakhir,16.0,99,Alfa Romeo Racing,Sakhir
17.0,MAG,20,Haas F1 Team,18.0,2020,15,Sakhir,18.0,20,Haas F1 Team,Sakhir
18.0,PER,11,Racing Point,5.0,2020,15,Sakhir,5.0,11,Racing Point,Sakhir
19.0,STR,18,Racing Point,13.0,2020,15,Sakhir,13.0,18,Racing Point,Sakhir
20.0,GRO,8,Haas F1 Team,19.0,2020,15,Sakhir,19.0,8,Haas F1 Team,Sakhir
1.0,PER,11,Racing Point,5.0,2020,16,Sakhir,5.0,11,Racing Point,Sakhir
2.0,OCO,31,Renault,11.0,2020,16,Sakhir,11.0,31,Renault,Sakhir
3.0,STR,18,Racing Point,10.0,2020,16,Sakhir,10.0,18,Racing Point,Sakhir
4.0,SAI,55,McLaren,8.0,2020,16,Sakhir,8.0,55,McLaren,Sakhir
5.0,RIC,3,Renault,7.0,2020,16,Sakhir,7.0,3,Renault,Sakhir
6.0,ALB,23,Red Bull Racing,12.0,2020,16,Sakhir,12.0,23,Red Bull Racing,Sakhir
7.0,KVY,26,AlphaTauri,6.0,2020,16,Sakhir,6.0,26,AlphaTauri,Sakhir
8.0,BOT,77,Mercedes,1.0,2020,16,Sakhir,1.0,77,Mercedes,Sakhir
9.0,RUS,63,Mercedes,2.0,2020,16,Sakhir,2.0,63,Mercedes,Sakhir
10.0,NOR,4,McLaren,19.0,2020,16,Sakhir,15.0,4,McLaren,Sakhir
11.0,GAS,10,AlphaTauri,9.0,2020,16,Sakhir,9.0,10,AlphaTauri,Sakhir
12.0,VET,5,Ferrari,13.0,2020,16,Sakhir,13.0,5,Ferrari,Sakhir
13.0,GIO,99,Alfa Romeo Racing,14.0,2020,16,Sakhir,14.0,99,Alfa Romeo Racing,Sakhir
14.0,RAI,7,Alfa Romeo Racing,18.0,2020,16,Sakhir,19.0,7,Alfa Romeo Racing,Sakhir
15.0,MAG,20,Haas F1 Team,15.0,2020,16,Sakhir,16.0,20,Haas F1 Team,Sakhir
16.0,AIT,89,Williams,17.0,2020,16,Sakhir,18.0,89,Williams,Sakhir
17.0,FIT,51,Haas F1 Team,20.0,2020,16,Sakhir,20.0,51,Haas F1 Team,Sakhir
18.0,LAT,6,Williams,16.0,2020,16,Sakhir,17.0,6,Williams,Sakhir
19.0,VER,33,Red Bull Racing,3.0,2020,16,Sakhir,3.0,33,Red Bull Racing,Sakhir
20.0,LEC,16,Ferrari,4.0,2020,16,Sakhir,4.0,16,Ferrari,Sakhir
1.0,VER,33,Red Bull Racing,1.0,2020,17,Yas Island,1.0,33,Red Bull Racing,Yas Island
2.0,BOT,77,Mercedes,2.0,2020,17,Yas Island,2.0,77,Mercedes,Yas Island
3.0,HAM,44,Mercedes,3.0,2020,17,Yas Island,3.0,44,Mercedes,Yas Island
4.0,ALB,23,Red Bull Racing,5.0,2020,17,Yas Island,5.0,23,Red Bull Racing,Yas Island
5.0,NOR,4,McLaren,4.0,2020,17,Yas Island,4.0,4,McLaren,Yas Island
6.0,SAI,55,McLaren,6.0,2020,17,Yas Island,6.0,55,McLaren,Yas Island
7.0,RIC,3,Renault,11.0,2020,17,Yas Island,12.0,3,Renault,Yas Island
8.0,GAS,10,AlphaTauri,9.0,2020,17,Yas Island,10.0,10,AlphaTauri,Yas Island
9.0,OCO,31,Renault,10.0,2020,17,Yas Island,11.0,31,Renault,Yas Island
10.0,STR,18,Racing Point,8.0,2020,17,Yas Island,8.0,18,Racing Point,Yas Island
11.0,KVY,26,AlphaTauri,7.0,2020,17,Yas Island,7.0,26,AlphaTauri,Yas Island
12.0,RAI,7,Alfa Romeo Racing,15.0,2020,17,Yas Island,16.0,7,Alfa Romeo Racing,Yas Island
13.0,LEC,16,Ferrari,12.0,2020,17,Yas Island,9.0,16,Ferrari,Yas Island
14.0,VET,5,Ferrari,13.0,2020,17,Yas Island,13.0,5,Ferrari,Yas Island
15.0,RUS,63,Williams,16.0,2020,17,Yas Island,18.0,63,Williams,Yas Island
16.0,GIO,99,Alfa Romeo Racing,14.0,2020,17,Yas Island,14.0,99,Alfa Romeo Racing,Yas Island
17.0,LAT,6,Williams,18.0,2020,17,Yas Island,20.0,6,Williams,Yas Island
18.0,MAG,20,Haas F1 Team,20.0,2020,17,Yas Island,17.0,20,Haas F1 Team,Yas Island
19.0,FIT,51,Haas F1 Team,17.0,2020,17,Yas Island,19.0,51,Haas F1 Team,Yas Island
20.0,PER,11,Racing Point,19.0,2020,17,Yas Island,15.0,11,Racing Point,Yas Island
1.0,HAM,44,Mercedes,2.0,2021,1,Sakhir,2.0,44,Mercedes,Sakhir
2.0,VER,33,Red Bull Racing,1.0,2021,1,Sakhir,1.0,33,Red Bull Racing,Sakhir
3.0,BOT,77,Mercedes,3.0,2021,1,Sakhir,3.0,77,Mercedes,Sakhir
4.0,NOR,4,McLaren,7.0,2021,1,Sakhir,7.0,4,McLaren,Sakhir
5.0,PER,11,Red Bull Racing,0.0,2021,1,Sakhir,11.0,11,Red Bull Racing,Sakhir
6.0,LEC,16,Ferrari,4.0,2021,1,Sakhir,4.0,16,Ferrari,Sakhir
7.0,RIC,3,McLaren,6.0,2021,1,Sakhir,6.0,3,McLaren,Sakhir
8.0,SAI,55,Ferrari,8.0,2021,1,Sakhir,8.0,55,Ferrari,Sakhir
9.0,TSU,22,AlphaTauri,13.0,2021,1,Sakhir,13.0,22,AlphaTauri,Sakhir
10.0,STR,18,Aston Martin,10.0,2021,1,Sakhir,10.0,18,Aston Martin,Sakhir
11.0,RAI,7,Alfa Romeo Racing,14.0,2021,1,Sakhir,14.0,7,Alfa Romeo Racing,Sakhir
12.0,GIO,99,Alfa Romeo Racing,12.0,2021,1,Sakhir,12.0,99,Alfa Romeo Racing,Sakhir
13.0,OCO,31,Alpine,16.0,2021,1,Sakhir,16.0,31,Alpine,Sakhir
14.0,RUS,63,Williams,15.0,2021,1,Sakhir,15.0,63,Williams,Sakhir
15.0,VET,5,Aston Martin,20.0,2021,1,Sakhir,18.0,5,Aston Martin,Sakhir
16.0,MSC,47,Haas F1 Team,18.0,2021,1,Sakhir,19.0,47,Haas F1 Team,Sakhir
17.0,GAS,10,AlphaTauri,5.0,2021,1,Sakhir,5.0,10,AlphaTauri,Sakhir
18.0,LAT,6,Williams,17.0,2021,1,Sakhir,17.0,6,Williams,Sakhir
